Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
39,1,1,171,21,4,4,84,2,1,2,8426,4078,6,0,11,3,1,2,3,0,3,1,1,0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
26,1,1,1228,11,4,1,65,1,2,4,6717,23366,0,0,13,3,4,0,8,0,2,8,1,0,3,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
29,0,1,112,8,3,2,92,2,1,4,5382,16443,1,0,21,3,4,0,4,5,2,2,0,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
33,1,2,792,4,3,1,91,1,1,4,13189,11325,4,1,11,3,4,3,5,1,2,1,1,0,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
26,0,1,994,13,3,3,83,1,3,2,6965,25458,6,1,15,3,3,3,8,2,3,2,0,1,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
46,0,0,1296,6,3,2,71,4,3,1,11736,11795,0,0,17,3,3,2,9,3,3,0,0,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
19,0,1,976,4,1,2,45,2,3,1,9757,7641,7,1,12,4,2,3,1,2,4,1,1,0,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
37,0,1,107,20,5,1,58,2,1,2,6010,26373,0,0,19,3,1,1,14,5,3,3,1,0,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
43,0,0,976,20,2,3,78,1,5,2,19999,24886,5,0,14,3,3,1,7,0,3,7,2,5,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
38,0,1,1169,24,5,3,47,1,4,3,13304,12091,5,0,17,3,1,3,4,0,4,1,1,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
25,0,2,310,17,3,3,39,1,1,1,9367,5715,5,0,15,3,1,2,7,6,4,1,1,1,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
33,0,0,1491,8,3,3,66,2,1,4,4990,20988,5,0,12,3,4,3,4,5,2,0,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
39,0,1,1301,29,2,4,65,3,1,1,8860,9510,8,0,19,3,1,1,4,0,1,3,3,1,3,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
41,0,1,1264,14,3,1,33,4,1,2,8234,12784,4,1,23,3,4,1,23,5,1,22,0,0,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
31,1,2,745,21,1,1,90,4,5,4,19999,22198,9,1,23,3,1,1,9,5,1,3,3,3,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
18,0,1,1209,18,1,4,76,3,4,3,18677,11036,7,0,16,3,2,2,0,1,1,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
39,0,1,1037,25,1,3,76,4,3,3,19999,13588,3,0,12,3,3,1,2,1,2,1,0,1,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
22,1,2,921,7,3,3,47,1,1,3,7918,19969,8,1,25,3,4,1,4,0,4,4,0,0,4,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True
52,0,2,619,6,1,2,62,1,2,2,6001,17375,5,0,14,3,4,3,1,2,4,1,1,1,0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True
38,0,1,166,11,4,4,55,3,3,4,7893,22114,9,1,21,3,1,1,7,5,3,6,3,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
43,0,1,191,9,4,4,95,1,3,2,19733,16748,9,1,14,3,3,2,1,6,4,1,0,1,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
33,0,1,1489,11,3,1,100,4,4,3,13690,15903,1,1,17,3,1,0,6,2,4,2,0,1,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
24,0,0,1048,25,5,2,84,4,1,3,6262,13641,8,1,22,3,2,1,2,0,4,1,1,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
32,0,0,728,10,2,1,67,4,1,1,5176,23844,4,0,11,3,2,3,9,0,3,3,3,2,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
26,0,2,686,6,4,1,45,3,2,1,14813,4349,2,0,22,3,4,3,4,4,2,4,0,0,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
47,0,1,1468,20,3,3,47,1,4,1,19999,4978,1,0,14,3,1,1,22,2,4,8,0,1,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
30,0,1,1040,12,2,3,70,4,2,3,12411,19082,9,0,23,4,2,0,1,1,4,0,0,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
46,0,1,899,1,2,4,81,2,1,1,4580,7687,7,1,19,3,1,3,1,3,2,1,1,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
32,1,1,640,16,3,3,89,3,3,1,8383,20957,7,1,17,3,2,1,7,6,2,1,0,0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
29,0,1,1024,9,5,4,91,1,4,3,19999,22908,8,0,25,3,3,1,1,0,3,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
33,0,0,536,27,2,1,98,3,2,3,7684,10834,8,0,20,3,2,1,15,1,4,15,5,4,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
45,0,1,1371,6,3,1,85,4,1,4,4133,7610,9,0,17,3,3,0,10,3,3,6,5,0,3,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
36,0,1,246,28,3,3,62,2,4,4,10424,18722,7,0,18,3,2,0,4,5,3,4,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
36,0,0,997,8,1,1,98,4,2,2,13348,26800,1,0,21,3,2,1,6,6,4,6,0,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
45,0,1,1437,14,2,3,30,4,4,1,17177,4920,8,1,19,3,2,2,4,1,4,2,0,0,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
34,0,1,128,17,5,3,55,2,2,2,19245,13951,9,1,18,4,2,3,3,4,3,1,1,0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
29,0,1,578,29,4,1,68,2,2,1,13164,8355,2,0,13,3,3,1,5,2,3,5,4,4,1,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
30,0,1,824,22,5,3,71,3,3,4,6794,23158,1,0,24,3,1,1,1,4,3,1,1,0,0,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
44,0,1,1489,15,4,1,73,2,2,2,14653,22541,3,0,21,3,2,2,3,3,3,0,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
43,0,1,1036,8,4,1,53,2,3,3,19641,19779,5,1,22,3,4,0,1,3,2,1,1,1,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
36,0,2,924,4,4,1,40,2,2,2,10687,7349,2,0,23,3,4,3,16,6,2,13,7,0,5,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
18,0,1,606,21,3,3,35,1,1,2,7167,9817,7,0,18,3,3,3,0,4,4,0,0,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
22,0,1,724,7,5,2,50,3,1,1,5142,17292,1,1,21,3,1,2,3,0,3,1,1,1,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
34,0,1,819,2,3,1,50,1,2,3,5456,25010,8,1,12,3,1,0,6,2,2,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
29,0,2,1350,17,5,1,35,4,2,4,13657,12657,4,0,13,3,3,0,2,1,2,0,0,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
35,0,1,466,11,2,1,69,1,2,4,5752,25980,0,0,22,4,3,0,5,4,2,1,1,0,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
53,0,1,379,6,5,4,51,1,1,4,3193,12568,9,0,15,3,2,0,18,4,3,12,3,0,4,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
36,0,1,763,12,4,4,45,2,2,2,8652,16208,7,0,22,3,3,2,1,0,1,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
22,1,1,439,22,2,3,71,3,2,1,11198,3397,9,0,15,4,4,1,4,4,3,4,0,3,4,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
23,1,1,1428,23,4,2,60,4,3,3,17097,23371,5,1,20,3,1,1,5,6,3,4,3,1,4,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
24,0,1,487,24,5,1,90,1,5,3,19999,6432,6,0,13,4,4,2,6,5,1,6,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
36,0,1,1095,23,3,1,31,2,2,3,10912,13969,9,0,23,4,4,2,7,4,1,7,4,1,1,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
35,0,2,704,17,5,4,37,2,2,2,10900,8606,1,0,25,3,4,0,5,3,4,5,1,4,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
44,0,1,951,1,5,3,90,3,4,1,16885,15191,4,0,15,3,1,3,5,1,3,3,1,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
39,0,1,519,19,4,2,97,3,1,4,6384,25964,2,0,11,3,4,2,0,5,4,0,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
36,0,1,759,28,1,2,52,2,2,2,6265,20578,2,0,13,3,3,1,8,1,2,4,4,1,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
36,0,2,941,16,3,2,34,4,2,4,8459,19034,7,0,13,3,4,1,5,4,2,5,0,2,2,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
23,0,1,354,27,3,1,34,1,1,2,7782,3727,1,0,20,3,4,2,5,2,1,4,4,2,2,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
34,1,1,978,16,3,4,48,2,1,2,15049,20128,4,0,12,3,2,0,7,1,3,1,1,1,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
36,0,1,710,27,5,3,97,2,1,2,7302,8462,1,0,14,3,4,0,1,0,2,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
37,0,1,1234,29,4,2,85,1,1,1,4784,2772,8,0,23,3,3,0,3,6,3,3,3,1,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
49,0,2,1047,26,1,4,30,3,5,3,16165,22593,3,1,18,3,2,3,7,6,1,1,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
33,0,2,602,12,1,4,51,2,4,4,12737,12971,7,1,18,3,4,1,15,2,3,15,0,0,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
43,1,0,599,15,4,1,32,4,3,3,16833,22822,9,1,15,3,1,0,3,3,2,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
30,0,2,491,29,5,2,40,1,1,2,10370,24067,9,0,20,3,4,3,2,3,2,1,1,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
38,0,1,949,17,5,1,80,4,1,3,9654,23827,5,0,20,3,2,2,6,5,4,2,2,0,2,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
27,1,1,1021,27,4,1,80,3,3,3,16801,15430,5,1,19,3,3,2,2,4,1,2,2,0,0,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
46,0,0,219,3,1,2,90,2,2,3,8737,12214,6,1,16,3,4,3,6,6,3,2,2,2,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
38,0,2,1410,14,5,4,75,4,2,2,9910,12986,5,1,19,4,1,3,2,2,2,1,1,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
38,1,1,527,20,4,1,51,1,2,4,9561,22899,1,1,24,3,2,0,12,4,4,7,2,4,2,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
40,0,0,485,11,5,3,73,1,1,4,10423,5074,9,1,24,3,1,0,7,4,1,4,4,3,0,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False
32,0,1,1120,26,3,4,32,1,2,4,6999,19726,1,0,13,3,3,3,7,3,3,6,4,1,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
38,0,1,1391,28,3,1,82,2,2,2,7779,20961,4,0,19,3,4,2,8,3,1,7,1,0,5,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
41,0,1,800,2,3,3,40,4,4,2,19999,7029,4,0,15,3,2,2,1,0,1,1,0,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
37,1,2,136,28,3,3,49,1,1,3,4595,17869,8,0,21,4,2,0,3,2,3,2,2,2,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
43,0,1,330,24,4,1,88,1,4,3,12807,10108,1,0,17,3,4,1,13,5,2,12,0,4,7,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
30,0,0,422,15,5,4,75,1,4,3,19999,9150,8,0,20,3,4,1,12,4,2,12,5,0,0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
45,1,2,1002,23,2,3,81,2,5,3,12439,25607,4,1,14,3,2,3,12,0,2,6,2,0,1,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
40,0,2,1303,14,4,1,95,1,2,4,12018,16718,7,0,19,3,4,3,20,0,4,11,1,1,2,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
36,0,1,777,16,5,4,55,3,2,4,13876,12884,0,0,25,4,1,3,6,2,1,4,4,0,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
44,0,1,1025,29,4,1,88,1,1,4,6442,24094,7,1,21,3,4,0,11,2,1,3,1,3,3,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
19,0,1,938,5,5,3,40,4,3,1,18325,21261,3,0,21,3,4,3,1,6,4,1,1,1,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
32,0,1,898,18,3,1,93,4,2,2,4955,3834,6,1,18,3,3,3,9,6,3,8,0,1,8,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
38,0,1,1218,4,4,3,76,1,1,1,6355,26053,6,0,16,3,3,2,0,4,4,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
32,0,1,1236,16,3,3,36,1,2,2,11324,7548,1,0,17,3,3,0,7,0,3,5,5,1,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
40,0,1,1314,24,4,1,57,4,4,1,16890,4907,4,0,16,4,4,2,0,6,3,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
42,0,2,438,20,1,3,76,1,1,1,4038,20215,7,0,12,3,1,1,0,1,4,0,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
33,0,1,485,7,4,2,51,4,3,3,8739,17006,2,0,16,4,2,2,8,1,4,7,2,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
32,0,1,957,5,1,2,68,1,1,1,9083,6583,9,0,17,4,2,1,8,0,4,2,2,2,2,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
34,0,2,1071,7,4,2,70,3,1,3,7405,11783,1,0,24,3,4,0,9,5,4,8,3,0,2,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
36,0,1,765,14,3,3,41,4,4,3,10648,24859,7,0,25,3,4,2,2,6,3,1,1,1,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
33,0,1,1023,20,4,2,82,1,1,1,9383,21985,6,0,20,3,4,0,11,0,3,9,5,2,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
31,0,1,1494,23,5,4,41,3,4,3,19999,4022,2,0,22,4,2,0,4,6,3,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
28,0,2,1374,5,2,4,77,4,4,4,19999,21424,4,0,22,3,1,1,4,3,2,1,1,1,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
42,0,2,671,29,2,1,48,1,2,3,9221,18844,5,0,17,3,1,0,9,3,2,4,4,4,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
27,1,1,975,6,1,3,74,4,2,1,19999,23878,3,0,12,3,3,3,4,1,2,3,3,0,1,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
30,0,1,562,16,5,4,42,2,1,1,4872,15356,9,0,21,3,1,3,5,4,4,5,0,1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
32,0,1,346,19,3,3,68,2,3,2,17801,18906,4,0,20,3,4,2,10,1,1,2,0,1,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
28,1,1,310,1,1,1,78,3,5,1,9990,19952,6,1,13,4,2,1,10,0,1,5,5,2,5,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
34,0,1,965,27,3,1,31,1,1,3,4954,24731,5,1,19,4,2,1,0,2,4,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
29,0,1,903,27,4,2,59,4,3,1,13629,15153,3,0,23,3,2,0,6,5,2,5,3,0,2,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
50,0,2,444,21,5,1,33,2,1,1,2940,13002,8,0,16,3,4,0,1,6,3,0,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
38,0,1,665,2,5,1,37,3,2,3,12045,4873,2,0,19,3,2,3,5,1,2,1,1,0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
34,0,1,808,10,1,4,67,3,3,4,11027,19473,0,0,18,4,1,0,11,0,4,7,4,0,6,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False
43,0,1,1215,13,5,4,72,3,3,2,14883,26235,9,0,13,3,2,3,8,2,2,6,0,2,3,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
46,0,1,1182,25,5,4,86,3,3,4,8481,21134,8,0,20,4,2,1,5,4,3,3,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
29,0,1,1227,11,2,3,98,4,5,2,19999,26434,1,0,13,4,1,0,11,1,4,0,0,0,0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False
47,0,1,1110,26,1,3,69,1,2,1,10634,25360,0,0,19,3,4,3,23,3,4,18,2,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
37,0,2,1344,5,4,3,40,4,5,1,19999,6955,1,0,25,4,2,2,11,5,4,9,1,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
28,1,2,887,5,5,4,90,3,2,1,12980,24394,7,1,22,3,1,3,6,4,2,1,0,1,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
35,0,1,399,16,1,1,96,2,5,2,19999,12521,2,1,11,3,2,3,3,6,2,0,0,0,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
30,1,2,1287,11,5,1,59,4,1,3,9439,10968,7,0,19,3,2,3,2,3,2,2,1,0,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
54,0,2,917,20,3,1,45,3,2,1,6361,4486,7,0,16,3,2,2,7,5,3,5,1,5,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
38,0,1,1125,12,4,4,47,2,2,1,4999,19540,1,0,25,3,1,1,6,6,4,6,0,3,2,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
42,0,1,955,2,1,3,100,3,2,2,8440,17109,9,1,24,3,2,2,2,3,4,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
33,0,0,534,1,1,3,65,4,1,4,6847,21136,7,0,21,3,2,3,13,6,2,4,4,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
18,0,1,842,22,3,3,47,2,1,2,4899,4309,4,1,12,4,2,2,0,0,2,0,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
36,0,1,1104,17,4,4,31,3,2,4,16042,4026,9,0,18,3,1,1,3,2,2,2,2,0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
22,0,1,1347,3,5,1,90,4,2,3,8961,3017,0,0,16,3,2,2,2,5,2,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
36,0,1,473,13,4,4,59,4,3,4,8501,11469,5,0,21,3,1,3,5,1,2,4,1,1,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
33,0,1,1060,29,2,4,90,2,2,3,7813,9361,4,0,21,3,3,3,3,6,4,0,0,0,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
42,0,0,1455,28,5,1,91,4,2,3,4277,10178,2,0,18,3,4,2,4,2,3,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
41,0,1,773,8,5,4,53,4,3,2,14554,23827,0,0,12,3,1,3,3,1,3,2,2,2,2,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
44,0,1,250,5,2,4,48,2,1,2,5785,24056,3,1,15,3,1,3,1,1,1,1,1,0,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
30,0,1,1432,14,5,4,86,4,2,3,12914,13344,4,0,19,3,3,2,12,0,1,12,5,8,2,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
46,0,1,1464,6,3,4,41,2,2,1,9886,16387,7,0,22,4,3,2,4,3,3,3,2,2,3,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
46,0,1,1156,25,3,3,90,1,1,2,9184,3590,2,0,25,3,4,1,6,1,4,5,0,3,0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
37,1,1,506,2,4,2,55,1,3,4,12352,21530,2,0,19,4,1,0,4,6,2,4,2,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
49,0,1,1130,4,2,2,74,3,4,1,14922,21081,2,0,19,3,1,2,4,1,3,3,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
43,1,1,273,23,1,3,67,3,1,2,4799,8587,3,1,22,3,2,1,2,4,3,2,1,2,2,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
20,0,1,125,17,3,1,31,1,1,2,5184,5633,9,0,24,4,4,3,2,1,3,0,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
25,1,1,1227,27,1,3,93,3,1,3,4433,20621,9,0,19,3,1,1,7,2,3,7,2,0,2,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
33,0,1,982,6,3,1,89,3,4,3,11866,25427,3,0,24,3,2,1,7,3,1,2,0,0,2,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
25,0,1,361,3,4,1,68,2,5,2,19999,21304,5,0,13,3,4,0,7,0,1,4,1,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
